sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00543	JX424614	ISKpn34	IS3	1221	1	1221	171775	172995						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	453792	456162						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	457238	458791						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00626	KU997026	ISEc27	IS3	1329	1	1329	769755	771085						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	914103	915656						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	916574	918945						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1006228	1007780						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	1008855	1011226						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1167383	1168936						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	1170011	1172382						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1210199	1211752						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	1212525	1214896						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1408755	1410308						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	1411228	1413599						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1928868	1930421						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	1931339	1933710						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00626	KU997026	ISEc27	IS3	1329	1	1329	2067010	2068340						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00543	JX424614	ISKpn34	IS3	1221	1	1221	2867762	2868982						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00626	KU997026	ISEc27	IS3	1329	1	1329	3295085	3296415						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00626	KU997026	ISEc27	IS3	1329	1	1329	3431720	3433050						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00626	KU997026	ISEc27	IS3	1329	1	1329	3732760	3734090						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00626	KU997026	ISEc27	IS3	1329	1	1329	4416362	4417692						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01400	CP016586.1	23s-rRNA	23S	3027	659	3027	4590795	4593166						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	4594084	4595636						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00626	KU997026	ISEc27	IS3	1329	1	1329	4646350	4647680						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00910	CP023316	ISPpu18	IS5	1192	34	1192	4691196	4692354						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	00918	LT898486	ISKpn26	IS5	1197	1	1196	4767302	4768497						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01373	MF156713	ISSba14	Tn3	2238	2	2238	5115098	5117334						
consensus	chromosome			contig_3	5127306	0.5202229006811764	f0aa331ebaeefeecd9e6430226c17c6b	01379	CP022426	ISPa38	Tn3	3400	22	2408	5123429	5125815						
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	00543	JX424614	ISKpn34	IS3	1221	1	1221	106787	108013	1227	plus	100.0	95.436	0.0	1951
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	01077	NC_004851	IS630	IS630	1160	1	1159	116984	118142	1160	minus	99.0	88.534	0.0	1404
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	01077	NC_004851	IS630	IS630	1160	1	1160	120718	121877	1161	minus	100.0	88.544	0.0	1406
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	00733	NC_000913	IS30D	IS30	1221	1	1118	121872	122990	1119	minus	92.0	99.643	0.0	2043
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	01373	MF156713	ISSba14	Tn3	2238	2	2238	167727	169963	2244	minus	99.0	80.348	0.0	1688
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	00626	KU997026	ISEc27	IS3	1329	1	1329	184666	185996	1331	minus	100.0	99.85	0.0	2446
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	01077	NC_004851	IS630	IS630	1160	1	1160	189245	190404	1161	plus	100.0	88.544	0.0	1406
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	00918	LT898486	ISKpn26	IS5	1197	1	1196	223219	224414	1196	minus	99.0	99.415	0.0	2170
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	00626	KU997026	ISEc27	IS3	1329	1	1329	260742	262072	1331	minus	100.0	99.85	0.0	2446
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	00543	JX424614	ISKpn34	IS3	1221	1	1221	265466	266686	1221	minus	100.0	95.905	0.0	1978
consensus	plasmid	AB130	AJ727	contig_1	336745	0.487784525382708	94ba3100e937c4c5453bd6585bc70c77	00543	JX424614	ISKpn34	IS3	1221	1	1221	278398	279618	1221	plus	100.0	95.905	0.0	1978
consensus	plasmid	AB130	AJ727	contig_8	1885	0.4986737400530504	8a7a0066d5ef5ec335b042fd45c9590e	00626	KU997026	ISEc27	IS3	1329	1	1329	81	1415	1335	minus	100.0	99.551	0.0	2427
consensus	plasmid	AA826	AJ204	contig_2	140140	0.49486941629798775	76c72bf3496bb7c72246c7645eeeb3ca	01386	KX710093	ISArsp6	Tn3	9319	2	8726	1	8713	8772	plus	94.0	85.591	0.0	9099
consensus	plasmid	AA826	AJ204	contig_2	140140	0.49486941629798775	76c72bf3496bb7c72246c7645eeeb3ca	00543	JX424614	ISKpn34	IS3	1221	1	1221	10254	11474	1221	plus	100.0	95.905	0.0	1978
consensus	plasmid	AA826	AJ204	contig_2	140140	0.49486941629798775	76c72bf3496bb7c72246c7645eeeb3ca	00288	CP011136	IS640	IS21	2131	1	2131	38370	40499	2132	minus	100.0	92.12	0.0	3003
